Date,Price,Open,High,Low,Vol.,Change %,Price_Lag1
2025-05-07,97035.1,96817.9,97647.5,95798.4,59980.0,0.22,96825.4
2025-05-08,103274.3,97035.1,103885.4,96901.9,110600.0,6.43,97035.1
2025-05-09,102975.1,103270.7,104308.7,102365.7,87340.0,-0.29,103274.3
2025-05-10,104798.0,102974.7,104969.8,102837.2,48420.0,1.77,102975.1
2025-05-11,104119.2,104748.3,104930.9,103358.8,54760.0,-0.65,104798.0
2025-05-12,102795.0,104119.2,105765.2,100766.8,90210.0,-1.27,104119.2
2025-05-13,104119.2,102794.9,104972.9,101510.2,71910.0,1.29,102795.0
2025-05-14,103513.9,104116.3,104316.0,102632.9,55580.0,-0.58,104119.2
2025-05-15,103765.4,103513.2,104153.8,101436.8,59680.0,0.24,103513.9
2025-05-16,103480.5,103764.6,104544.1,103126.5,53270.0,-0.27,103765.4
2025-05-17,103112.6,103473.9,103712.3,102626.5,37430.0,-0.36,103480.5
2025-05-18,106504.5,103113.9,106577.0,103113.9,62470.0,3.29,103112.6
2025-05-19,105585.8,106507.7,107081.3,102088.2,90490.0,-0.86,106504.5
2025-05-20,106815.8,105586.1,107270.5,104199.3,76080.0,1.16,105585.8
2025-05-21,109640.1,106814.7,110628.8,106109.5,124170.0,2.64,106815.8
2025-05-22,111702.7,109632.6,111953.6,109281.8,96350.0,1.88,109640.1
2025-05-23,107313.4,111702.6,111778.7,106855.4,87570.0,-3.93,111702.7
2025-05-24,107763.0,107313.5,109476.4,106904.5,52260.0,0.42,107313.4
2025-05-25,109021.1,107763.0,109203.4,106648.3,52490.0,1.17,107763.0
2025-05-26,109455.3,109014.9,110401.4,108694.0,48010.0,0.4,109021.1
2025-05-27,108944.0,109455.3,110718.7,107572.2,65019.99999999999,-0.47,109455.3
2025-05-28,107786.7,108905.7,109238.3,106804.9,51840.0,-1.06,108944.0
2025-05-29,105600.0,107759.1,108896.7,105399.9,70020.0,-2.03,107786.7
2025-05-30,103981.3,105598.8,106314.9,103693.9,71980.0,-1.53,105600.0
2025-05-31,104598.0,103981.9,104888.4,103091.3,35800.0,0.59,103981.3
2025-06-01,105635.2,104598.0,105867.5,103768.6,33030.0,0.99,104598.0
2025-06-02,105845.6,105635.2,105930.7,103729.7,46440.0,0.2,105635.2
2025-06-03,105388.3,105845.6,106758.4,104886.9,49470.0,-0.43,105845.6
2025-06-04,104695.6,105383.5,105971.2,104224.0,50060.0,-0.66,105388.3
2025-06-05,101521.9,104690.6,105914.4,100421.1,73530.0,-3.03,104695.6
2025-06-06,104308.3,101524.1,105306.5,101127.6,61970.0,2.74,101521.9
2025-06-07,105564.2,104308.3,105911.7,103911.0,32390.0,1.2,104308.3
2025-06-08,105739.6,105564.2,106449.3,105011.6,29110.0,0.17,105564.2
2025-06-09,105568.4,105739.6,105965.9,105333.3,34300.0,-0.16,105739.6
